NR.;CODICE UNIONE;REGIONE;PROVINCIA;DESCRIZIONE UNIONE DI COMUNI;DATA COSTITUZIONE;NR. COMUNI;COMUNI APPARTENENTI ALL'UNIONE;POP. UOMINI;POP. DONNE;POP. TOTALE
1;;;;;;;CARPIGNANO SESIA;1.217;1.361;2.578
2;;;;;;;CASALEGGIO NOVARA;453;477;930
3;;;;;;;CASTELLAZZO NOVARESE;158;165;323
4;;;;;;;LANDIONA;281;309;590
5;;;;;;;MANDELLO VITTA;114;130;244
6;;;;;;;SILLAVENGO;306;289;595
0;1010526040;PIEMONTE;NOVARA;DEI COMUNI COLLINARI DEL VERGANTE - BELGIRATE, LESA, MEINA -;1-Gen-2002;3;;2.504;2.834;5.338
1;;;;;;;BELGIRATE;250;296;546
2;;;;;;;LESA;1.042;1.194;2.236
3;;;;;;;MEINA;1.212;1.344;2.556
0;1010526030;PIEMONTE;NOVARA;NOVARESE 2000;1-Gen-2001;3;;2.890;3.042;5.932
1;;;;;;;BRIONA;575;659;1.234
2;;;;;;;CALTIGNAGA;1.282;1.303;2.585
3;;;;;;;FARA NOVARESE;1.033;1.080;2.113
0;1010526070;PIEMONTE;NOVARA;UNIONE DEI COMUNI TERRE D'ACQUE;10-Nov-2014;3;;2.432;2.594;5.026
1;;;;;;;BORGOLAVEZZARO;1.007;1.076;2.083
2;;;;;;;TORNACO;413;463;876
3;;;;;;;VESPOLATE;1.012;1.055;2.067
0;1010526080;PIEMONTE;NOVARA;UNIONE DEI COMUNI VALLE DELL'AGOGNA;29-Set-2014;2;;2.786;2.854;5.640
1;;;;;;;BOLZANO NOVARESE;595;581;1.176
2;;;;;;;INVORIO;2.191;2.273;4.464
0;1010526060;PIEMONTE;NOVARA;UNIONE MONTANA DEI DUE LAGHI;16-Lug-2013;9;;4.759;5.067;9.826
1;;;;;;;AMENO;420;454;874
2;;;;;;;ARMENO;1.045;1.156;2.201
3;;;;;;;BROVELLO-CARPUGNINO;362;359;721
4;;;;;;;COLAZZA;223;240;463
5;;;;;;;GIGNESE;482;461;943
6;;;;;;;MASSINO VISCONTI;546;565;1.111
7;;;;;;;MIASINO;406;481;887
8;;;;;;;NEBBIUNO;911;945;1.856
9;;;;;;;PISANO;364;406;770
0;1010816100;PIEMONTE;TORINO;CIRIACESE E BASSO CANAVESE;1-Gen-2013;6;;22.605;24.041;46.646
1;;;;;;;CIRIE';8.806;9.609;18.415
2;;;;;;;NOLE;3.387;3.523;6.910
3;;;;;;;ROBASSOMERO;1.440;1.536;2.976
4;;;;;;;SAN CARLO CANAVESE;1.872;2.002;3.874
5;;;;;;;SAN FRANCESCO AL CAMPO;2.367;2.458;4.825
6;;;;;;;SAN MAURIZIO CANAVESE;4.733;4.913;9.646
0;1010816160;PIEMONTE;TORINO;COMUNITA' COLLINARE INTORNO AL LAGO;1-Gen-2003;8;;4.420;4.652;9.072
1;;;;;;;AZEGLIO;654;693;1.347
2;;;;;;;BORGO D'ALE;1.280;1.308;2.588
3;;;;;;;COSSANO CANAVESE;269;253;522
4;;;;;;;MAGLIONE;221;247;468
5;;;;;;;PALAZZO CANAVESE;408;435;843
6;;;;;;;PIVERONE;664;714;1.378
7;;;;;;;SETTIMO ROTTARO;245;258;503
8;;;;;;;VIVERONE;679;744;1.423
0;1010816040;PIEMONTE;TORINO;COMUNITA' COLLINARE PICCOLO ANFITEATRO MORENICO CANAVESANO;1-Gen-2007;5;;5.746;6.162;11.908
1;;;;;;;MERCENASCO;640;627;1.267
2;;;;;;;PEROSA CANAVESE;274;282;556
3;;;;;;;ROMANO CANAVESE;1.426;1.511;2.937
4;;;;;;;SCARMAGNO;393;419;812
5;;;;;;;STRAMBINO;3.013;3.323;6.336
0;1010816020;PIEMONTE;TORINO;COMUNITA' COLLINARE TERRE DEL ERBALUCE;1-Gen-2005;3;;6.065;6.582;12.647
1;;;;;;;CALUSO;3.555;3.928;7.483
2;;;;;;;MAZZE';2.011;2.141;4.152
3;;;;;;;VILLAREGGIA;499;513;1.012
0;1010816060;PIEMONTE;TORINO;COMUNITA COLLINARE DELLA SERRA;8-Nov-2011;4;;3.530;3.707;7.237
1;;;;;;;ALBIANO D'IVREA;883;908;1.791
2;;;;;;;BOLLENGO;1.060;1.052;2.112
3;;;;;;;BUROLO;573;655;1.228
4;;;;;;;CHIAVERANO;1.014;1.092;2.106
0;1010816030;PIEMONTE;TORINO;UNIONE COMUNITA' COLLINARE DEI COMUNI DI BARBANIA,FRONT,RIVAROSSA E VAUDA CANAVESE;1-Gen-2005;4;;3.202;3.238;6.440
1;;;;;;;BARBANIA;801;822;1.623
2;;;;;;;FRONT;852;874;1.726
3;;;;;;;RIVAROSSA;827;799;1.626
4;;;;;;;VAUDA CANAVESE;722;743;1.465
0;1010816230;PIEMONTE;TORINO;UNIONE DEI COMUNI DI AIRASCA-BURIASCO-SCALENGHE;7-Mag-2015;3;;4.283;4.244;8.527
1;;;;;;;AIRASCA;1.930;1.889;3.819
2;;;;;;;BURIASCO;701;704;1.405
3;;;;;;;SCALENGHE;1.652;1.651;3.303
0;1010816090;PIEMONTE;TORINO;UNIONE DEI COMUNI DI MONCALIERI TROFARELLO LA LOGGIA;5-Nov-2012;3;;36.329;39.088;75.417
1;;;;;;;LA LOGGIA;4.325;4.306;8.631
2;;;;;;;MONCALIERI;26.740;29.135;55.875
3;;;;;;;TROFARELLO;5.264;5.647;10.911
0;1010816150;PIEMONTE;TORINO;UNIONE DEI COMUNI MONTANI VALCHIUSELLA;1-Dic-2014;3;;653;753;1.406
1;;;;;;;BROSSO;214;246;460
2;;;;;;;ISSIGLIO;207;218;425
3;;;;;;;VISTRORIO;232;289;521
0;1010816290;PIEMONTE;TORINO;UNIONE DEI COMUNI MONTANI VALSANGONE;12-Nov-2014;6;;14.389;15.301;29.690
1;;;;;;;COAZZE;1.549;1.535;3.084
2;;;;;;;GIAVENO;7.775;8.506;16.281
3;;;;;;;REANO;824;865;1.689
4;;;;;;;SANGANO;1.824;1.983;3.807
5;;;;;;;TRANA;1.913;1.968;3.881
6;;;;;;;VALGIOIE;504;444;948
0;1010816050;PIEMONTE;TORINO;UNIONE DEI COMUNI NORD EST TORINO;1-Gen-2011;6;;54.181;57.342;111.523
1;;;;;;;BORGARO TORINESE;5.727;5.996;11.723
2;;;;;;;CASELLE TORINESE;6.646;6.743;13.389
3;;;;;;;SAN BENIGNO CANAVESE;2.754;2.861;5.615
4;;;;;;;SAN MAURO TORINESE;9.102;9.823;18.925
5;;;;;;;SETTIMO TORINESE;22.631;24.242;46.873
6;;;;;;;VOLPIANO;7.321;7.677;14.998
0;1010816210;PIEMONTE;TORINO;UNIONE DELLA MORENA FRONTALE CANAVESANA;19-Feb-2014;5;;2.488;2.570;5.058
1;;;;;;;BARONE CANAVESE;308;291;599
2;;;;;;;CANDIA CANAVESE;619;667;1.286
3;;;;;;;MONTALENGHE;510;520;1.030
4;;;;;;;ORIO CANAVESE;419;410;829
5;;;;;;;VISCHE;632;682;1.314
0;1010816170;PIEMONTE;TORINO;UNIONE MONTANA ALPI GRAIE;4-Nov-2014;5;;2.087;2.047;4.134
1;;;;;;;GROSCAVALLO;104;87;191
2;;;;;;;LEMIE;95;94;189
3;;;;;;;RUBIANA;1.214;1.203;2.417
4;;;;;;;USSEGLIO;113;106;219
5;;;;;;;VIU';561;557;1.118
0;1010816140;PIEMONTE;TORINO;UNIONE MONTANA ALTO CANAVESE;10-Gen-2014;5;;4.451;4.568;9.019
1;;;;;;;FORNO CANAVESE;1.780;1.832;3.612
2;;;;;;;LEVONE;224;215;439
3;;;;;;;PRATIGLIONE;268;280;548
4;;;;;;;RIVARA;1.306;1.360;2.666
5;;;;;;;ROCCA CANAVESE;873;881;1.754
0;1010816110;PIEMONTE;TORINO;UNIONE MONTANA COMUNI OLIMPICI-VIA LATTEA;6-Set-2013;6;;2.134;1.957;4.091
1;;;;;;;CESANA TORINESE;526;481;1.007
2;;;;;;;CLAVIERE;98;94;192
3;;;;;;;PRAGELATO;362;362;724
4;;;;;;;SAUZE D'OULX;585;526;1.111
5;;;;;;;SAUZE DI CESANA;119;100;219
6;;;;;;;SESTRIERE;444;394;838
0;1010816190;PIEMONTE;TORINO;UNIONE MONTANA DEI COMUNI DELL'ALTA VALLE SUSA;24-Lug-2014;9;;5.229;5.210;10.439
1;;;;;;;BARDONECCHIA;1.570;1.642;3.212
2;;;;;;;CHIOMONTE;475;457;932
3;;;;;;;EXILLES;131;135;266
4;;;;;;;GIAGLIONE;310;343;653
5;;;;;;;GRAVERE;366;349;715
6;;;;;;;MEANA DI SUSA;440;440;880
7;;;;;;;MONCENISIO;20;22;42
8;;;;;;;OULX;1.613;1.547;3.160
9;;;;;;;SALBERTRAND;304;275;579
0;1010816200;PIEMONTE;TORINO;UNIONE MONTANA DEI COMUNI DELLE VALLI CHISONE E GERMANASCA;25-Giu-2013;15;;8.983;9.415;18.398
1;;;;;;;FENESTRELLE;282;271;553
2;;;;;;;INVERSO PINASCA;367;374;741
3;;;;;;;MASSELLO;30;28;58
4;;;;;;;PEROSA ARGENTINA;1.588;1.817;3.405
5;;;;;;;PERRERO;385;338;723
6;;;;;;;PINASCA;1.462;1.587;3.049
7;;;;;;;POMARETTO;506;562;1.068
8;;;;;;;PORTE;558;555;1.113
9;;;;;;;PRALI;149;123;272
10;;;;;;;PRAMOLLO;135;107;242
11;;;;;;;ROURE;431;457;888
12;;;;;;;SALZA DI PINEROLO;45;33;78
13;;;;;;;SAN GERMANO CHISONE;922;952;1.874
14;;;;;;;USSEAUX;97;88;185
15;;;;;;;VILLAR PEROSA;2.026;2.123;4.149
0;1010816280;PIEMONTE;TORINO;UNIONE MONTANA DELLA VAL GALLENCA;20-Feb-2015;4;;1.116;1.108;2.224
1;;;;;;;CANISCHIO;151;143;294
2;;;;;;;PERTUSIO;382;391;773
3;;;;;;;PRASCORSANO;397;384;781
4;;;;;;;SAN COLOMBANO BELMONTE;186;190;376
0;1010816130;PIEMONTE;TORINO;UNIONE MONTANA DI COMUNI DELLE VALLI DI LANZO, CERONDA E CASTERNONE;28-Apr-2014;21;;18.045;18.380;36.425
1;;;;;;;ALA DI STURA;244;218;462
2;;;;;;;BALANGERO;1.523;1.638;3.161
3;;;;;;;BALME;49;46;95
4;;;;;;;CAFASSE;1.722;1.789;3.511
5;;;;;;;CANTOIRA;283;271;554
6;;;;;;;CERES;525;531;1.056
7;;;;;;;CHIALAMBERTO;182;182;364
8;;;;;;;COASSOLO TORINESE;789;761;1.550
9;;;;;;;CORIO;1.614;1.716;3.330
10;;;;;;;FIANO;1.324;1.389;2.713
11;;;;;;;GERMAGNANO;612;644;1.256
12;;;;;;;GIVOLETTO;1.853;1.787;3.640
13;;;;;;;LA CASSA;909;872;1.781
14;;;;;;;LANZO TORINESE;2.473;2.677;5.150
15;;;;;;;MEZZENILE;421;413;834
16;;;;;;;MONASTERO DI LANZO;193;188;381
17;;;;;;;PESSINETTO;302;305;607
18;;;;;;;TRAVES;278;275;553
19;;;;;;;VAL DELLA TORRE;1.946;1.866;3.812
20;;;;;;;VALLO TORINESE;397;388;785
21;;;;;;;VARISELLA;406;424;830
0;1010816270;PIEMONTE;TORINO;UNIONE MONTANA DORA BALTEA;25-Nov-2014;3;;1.085;1.135;2.220
1;;;;;;;QUASSOLO;161;198;359
2;;;;;;;QUINCINETTO;525;523;1.048
3;;;;;;;TAVAGNASCO;399;414;813
0;1010816250;PIEMONTE;TORINO;UNIONE MONTANA GRAN PARADISO;30-Mar-2013;4;;1.451;1.579;3.030
1;;;;;;;ALPETTE;136;141;277
2;;;;;;;LOCANA;761;840;1.601
3;;;;;;;RIBORDONE;30;37;67
4;;;;;;;SPARONE;524;561;1.085
0;1010816260;PIEMONTE;TORINO;UNIONE MONTANA MOMBARONE;12-Dic-2014;4;;1.542;1.597;3.139
1;;;;;;;ANDRATE;271;241;512
2;;;;;;;CAREMA;361;411;772
3;;;;;;;NOMAGLIO;155;157;312
4;;;;;;;SETTIMO VITTONE;755;788;1.543
0;1010816220;PIEMONTE;TORINO;UNIONE MONTANA PINEROLESE;7-Gen-2014;13;;15.310;16.338;31.648
1;;;;;;;ANGROGNA;446;424;870
2;;;;;;;BIBIANA;1.653;1.723;3.376
3;;;;;;;BOBBIO PELLICE;279;287;566
4;;;;;;;BRICHERASIO;2.230;2.287;4.517
5;;;;;;;LUSERNA SAN GIOVANNI;3.537;3.994;7.531
6;;;;;;;LUSERNETTA;264;260;524
7;;;;;;;PRAROSTINO;632;657;1.289
8;;;;;;;ROLETTO;992;997;1.989
9;;;;;;;RORA';133;122;255
10;;;;;;;SAN PIETRO VAL LEMINA;709;721;1.430
11;;;;;;;SAN SECONDO DI PINEROLO;1.777;1.831;3.608
12;;;;;;;TORRE PELLICE;2.111;2.462;4.573
13;;;;;;;VILLAR PELLICE;547;573;1.120
0;1010816310;PIEMONTE;TORINO;UNIONE MONTANA VALLE SACRA;10-Feb-2016;6;;5.625;6.070;11.695
1;;;;;;;BORGIALLO;269;281;550
2;;;;;;;CASTELLAMONTE;4.747;5.170;9.917
3;;;;;;;CASTELNUOVO NIGRA;222;195;417
4;;;;;;;CHIESANUOVA;102;101;203
5;;;;;;;CINTANO;120;141;261
6;;;;;;;COLLERETTO CASTELNUOVO;165;182;347
0;1010816180;PIEMONTE;TORINO;UNIONE MONTANA VALLE SUSA;30-Set-2014;22;;33.381;35.059;68.440
1;;;;;;;ALMESE;3.066;3.237;6.303
2;;;;;;;AVIGLIANA;5.908;6.221;12.129
3;;;;;;;BORGONE SUSA;1.157;1.163;2.320
4;;;;;;;BRUZOLO;754;791;1.545
5;;;;;;;BUSSOLENO;3.019;3.344;6.363
6;;;;;;;CAPRIE;1.056;1.060;2.116
7;;;;;;;CASELETTE;1.479;1.452;2.931
8;;;;;;;CHIANOCCO;837;863;1.700
9;;;;;;;CHIUSA DI SAN MICHELE;846;845;1.691
10;;;;;;;CONDOVE;2.289;2.381;4.670
11;;;;;;;MATTIE;362;345;707
12;;;;;;;MOMPANTERO;314;337;651
13;;;;;;;NOVALESA;271;289;560
14;;;;;;;SAN DIDERO;289;277;566
15;;;;;;;SAN GIORIO DI SUSA;507;533;1.040
16;;;;;;;SANT'AMBROGIO DI TORINO;2.352;2.401;4.753
17;;;;;;;SANT'ANTONINO DI SUSA;2.063;2.270;4.333
18;;;;;;;SUSA;3.163;3.466;6.629
19;;;;;;;VAIE;724;731;1.455
20;;;;;;;VENAUS;471;488;959
21;;;;;;;VILLAR DORA;1.429;1.522;2.951
22;;;;;;;VILLAR FOCCHIARDO;1.025;1.043;2.068
0;1010816240;PIEMONTE;TORINO;UNIONE MONTANA VALLI ORCO E SOANA;14-Gen-2015;7;;2.318;2.432;4.750
1;;;;;;;CERESOLE REALE;91;68;159
2;;;;;;;FRASSINETTO;144;128;272
3;;;;;;;INGRIA;21;28;49
4;;;;;;;NOASCA;87;82;169
5;;;;;;;PONT-CANAVESE;1.767;1.909;3.676
6;;;;;;;RONCO CANAVESE;157;156;313
7;;;;;;;VALPRATO SOANA;51;61;112
0;1010816080;PIEMONTE;TORINO;UNIONE TERRE DEL CHIUSELLA;11-Nov-2011;4;;795;871;1.666
1;;;;;;;COLLERETTO GIACOSA;299;304;603
2;;;;;;;PARELLA;213;255;468
3;;;;;;;QUAGLIUZZO;165;166;331
4;;;;;;;STRAMBINELLO;118;146;264
0;1011026020;PIEMONTE;VERBANO-CUSIO-OSSOLA;UNIONE DEL LAGO MAGGIORE;11-Giu-2013;5;;4.340;4.566;8.906
1;;;;;;;CANNOBIO;2.412;2.580;4.992
2;;;;;;;GHIFFA;1.181;1.213;2.394
3;;;;;;;GURRO;118;129;247
4;;;;;;;OGGEBBIO;430;451;881
5;;;;;;;TRAREGO VIGGIONA;199;193;392
0;1011026010;PIEMONTE;VERBANO-CUSIO-OSSOLA;UNIONE MONTANA ALTA OSSOLA;1-Gen-2010;8;;3.590;3.625;7.215
1;;;;;;;BACENO;449;473;922
2;;;;;;;BOGNANCO;120;110;230
3;;;;;;;CRODO;727;745;1.472
4;;;;;;;FORMAZZA;231;211;442
5;;;;;;;MONTECRESTESE;633;622;1.255
6;;;;;;;PREMIA;287;290;577
7;;;;;;;TRASQUERA;109;102;211
8;;;;;;;VARZO;1.034;1.072;2.106
0;1011026090;PIEMONTE;VERBANO-CUSIO-OSSOLA;UNIONE MONTANA DEI COMUNI DI ARIZZANO - PREMENO E VIGNONE;30-Gen-2015;3;;1.942;2.064;4.006
1;;;;;;;ARIZZANO;960;1.080;2.040
2;;;;;;;PREMENO;363;383;746
3;;;;;;;VIGNONE;619;601;1.220
0;1011026050;PIEMONTE;VERBANO-CUSIO-OSSOLA;UNIONE MONTANA DEL CUSIO E DEL MOTTARONE;11-Lug-2013;4;;15.398;16.490;31.888
1;;;;;;;BAVENO;2.404;2.513;4.917
2;;;;;;;CASALE CORTE CERRO;1.705;1.771;3.476
3;;;;;;;GRAVELLONA TOCE;3.720;4.031;7.751
4;;;;;;;OMEGNA;7.569;8.175;15.744
0;1011026060;PIEMONTE;VERBANO-CUSIO-OSSOLA;UNIONE MONTANA DI COMUNI DELLA VALLE VIGEZZO;27-Set-2013;5;;2.207;2.285;4.492
1;;;;;;;CRAVEGGIA;354;374;728
2;;;;;;;MALESCO;714;751;1.465
3;;;;;;;SANTA MARIA MAGGIORE;626;638;1.264
4;;;;;;;TOCENO;384;387;771
5;;;;;;;VILLETTE;129;135;264
0;1011026080;PIEMONTE;VERBANO-CUSIO-OSSOLA;UNIONE MONTANA MEDIA OSSOLA;18-Dic-2013;3;;2.143;2.172;4.315
1;;;;;;;BEURA-CARDEZZA;720;717;1.437
2;;;;;;;PALLANZENO;582;594;1.176
3;;;;;;;TRONTANO;841;861;1.702
0;1011026040;PIEMONTE;VERBANO-CUSIO-OSSOLA;UNIONE MONTANA VALGRANDE E DEL LAGO DI MERGOZZO;6-Mag-2013;7;;2.952;3.066;6.018
1;;;;;;;AURANO;52;51;103
2;;;;;;;CAMBIASCA;797;849;1.646
3;;;;;;;CAPREZZO;91;77;168
4;;;;;;;INTRAGNA;50;57;107
5;;;;;;;MERGOZZO;1.056;1.140;2.196
6;;;;;;;MIAZZINA;216;198;414
7;;;;;;;SAN BERNARDINO VERBANO;690;694;1.384
0;1011026070;PIEMONTE;VERBANO-CUSIO-OSSOLA;VALLE STRONA E DELLE QUARNE;16-Apr-2014;6;;1.259;1.303;2.562
1;;;;;;;GERMAGNO;97;89;186
2;;;;;;;LOREGLIA;130;132;262
3;;;;;;;MASSIOLA;65;72;137
4;;;;;;;QUARNA SOPRA;129;160;289
5;;;;;;;QUARNA SOTTO;203;217;420
6;;;;;;;VALSTRONA;635;633;1.268
0;1010886010;PIEMONTE;VERCELLI;COSER BASSA VERCELLESE;1-Gen-2001;6;;2.711;2.862;5.573
1;;;;;;;CARESANA;504;524;1.028
2;;;;;;;COSTANZANA;390;426;816
3;;;;;;;MOTTA DE' CONTI;397;407;804
4;;;;;;;PERTENGO;158;163;321
5;;;;;;;PEZZANA;647;699;1.346
6;;;;;;;STROPPIANA;615;643;1.258
0;1010886090;PIEMONTE;VERCELLI;UNIONE DEI COMUNI OLTRE SESIA;13-Mar-2017;6;;3.527;3.555;7.082
1;;;;;;;BORGO VERCELLI;1.104;1.191;2.295
2;;;;;;;CARESANABLOT;561;576;1.137
3;;;;;;;OLCENENGO;370;384;754
4;;;;;;;SAN NAZZARO SESIA;354;336;690
5;;;;;;;VILLATA;819;799;1.618
6;;;;;;;VINZAGLIO;319;269;588
0;1010886080;PIEMONTE;VERCELLI;UNIONE MONTANA DEI COMUNI DELLA VALSESIA;5-Apr-2014;24;;15.235;16.533;31.768
1;;;;;;;ALAGNA VALSESIA;349;322;671
2;;;;;;;BALMUCCIA;40;54;94
3;;;;;;;BOCCIOLETO;102;117;219
4;;;;;;;BORGOSESIA;6.115;6.916;13.031
5;;;;;;;CAMPERTOGNO;128;115;243
6;;;;;;;CARCOFORO;38;37;75
7;;;;;;;CERVATTO;28;20;48
8;;;;;;;CIVIASCO;127;138;265
9;;;;;;;CRAVAGLIANA;142;136;278
10;;;;;;;FOBELLO;121;98;219
11;;;;;;;GUARDABOSONE;167;173;340
12;;;;;;;MOLLIA;55;49;104
13;;;;;;;PILA;76;61;137
14;;;;;;;PIODE;94;99;193
15;;;;;;;POSTUA;300;294;594
16;;;;;;;QUARONA;2.026;2.220;4.246
17;;;;;;;RASSA;32;34;66
18;;;;;;;RIMELLA;82;55;137
19;;;;;;;ROSSA;105;89;194
20;;;;;;;SCOPA;192;199;391
21;;;;;;;SCOPELLO;198;204;402
22;;;;;;;VALDUGGIA;1.051;1.066;2.117
23;;;;;;;VARALLO;3.587;3.955;7.542
24;;;;;;;VOCCA;80;82;162
0;4160096010;PUGLIA;BARI;UNIONE DEI COMUNI DELL'ALTA MURGIA - UNICAM;1-Gen-2013;5;;46.092;47.201;93.293
1;;;;;;;GRAVINA IN PUGLIA;21.491;22.123;43.614
2;;;;;;;GRUMO APPULA;6.458;6.482;12.940
3;;;;;;;POGGIORSINI;711;707;1.418
4;;;;;;;SANTERAMO IN COLLE;13.248;13.522;26.770
5;;;;;;;TORITTO;4.184;4.367;8.551
0;4161066020;PUGLIA;BARLETTA-ANDRIA-TRANI;UNIONE DEI COMUNI ARO 2 BARLETTA ANDRIA TRANI;8-Nov-2013;4;;71.995;74.567;146.562
1;;;;;;;ANDRIA;49.290;50.762;100.052
2;;;;;;;CANOSA DI PUGLIA;14.933;15.489;30.422
3;;;;;;;MINERVINO MURGE;4.549;4.784;9.333
4;;;;;;;SPINAZZOLA;3.223;3.532;6.755
0;4161066010;PUGLIA;BARLETTA-ANDRIA-TRANI;UNIONE DEI COMUNI TAVOLIERE MERIDIONALE;1-Gen-2004;3;;19.772;20.630;40.402
1;;;;;;;MARGHERITA DI SAVOIA;5.972;6.221;12.193
2;;;;;;;SAN FERDINANDO DI PUGLIA;6.878;7.038;13.916
3;;;;;;;TRINITAPOLI;6.922;7.371;14.293
0;4160316020;PUGLIA;FOGGIA;CINQUE REALI SITI;1-Gen-2008;5;;18.027;18.478;36.505
1;;;;;;;CARAPELLE;3.232;3.292;6.524
2;;;;;;;ORDONA;1.337;1.317;2.654
3;;;;;;;ORTA NOVA;8.392;8.607;16.999
4;;;;;;;STORNARA;2.616;2.690;5.306
5;;;;;;;STORNARELLA;2.450;2.572;5.022
0;4160316040;PUGLIA;FOGGIA;UNIONE DEI COMUNI CASALI DAUNI;19-Giu-2017;3;;2.493;2.666;5.159
1;;;;;;;CASALNUOVO MONTEROTARO;804;859;1.663
2;;;;;;;CASALVECCHIO DI PUGLIA;944;995;1.939
3;;;;;;;CASTELNUOVO DELLA DAUNIA;745;812;1.557
0;4160316030;PUGLIA;FOGGIA;UNIONE DEI COMUNI DEI MONTI DAUNI;22-Mag-2015;8;;9.072;9.716;18.788
1;;;;;;;ACCADIA;1.152;1.266;2.418
2;;;;;;;BOVINO;1.697;1.865;3.562
3;;;;;;;DELICETO;1.919;2.000;3.919
4;;;;;;;MONTELEONE DI PUGLIA;507;560;1.067
5;;;;;;;ORSARA DI PUGLIA;1.426;1.488;2.914
6;;;;;;;PANNI;401;457;858
7;;;;;;;ROCCHETTA SANT'ANTONIO;944;1.010;1.954
8;;;;;;;SANT'AGATA DI PUGLIA;1.026;1.070;2.096
0;4160416010;PUGLIA;LECCE;ALLISTE - MELISSANO - RACALE - TAVIANO;1-Gen-2000;4;;17.852;19.338;37.190
1;;;;;;;ALLISTE;3.152;3.505;6.657
2;;;;;;;MELISSANO;3.522;3.785;7.307
3;;;;;;;RACALE;5.190;5.544;10.734
4;;;;;;;TAVIANO;5.988;6.504;12.492
0;4160416030;PUGLIA;LECCE;ANDRANO, SPONGANO E DISO;1-Gen-2001;3;;5.556;6.221;11.777
1;;;;;;;ANDRANO;2.356;2.606;4.962
2;;;;;;;DISO;1.432;1.641;3.073
3;;;;;;;SPONGANO;1.768;1.974;3.742
0;4160416020;PUGLIA;LECCE;BOTRUGNO, GIUGGIANELLO, NOCIGLIA, SANARICA, SAN CASSIANO, SURANO;1-Gen-2001;6;;5.655;6.207;11.862
1;;;;;;;BOTRUGNO;1.362;1.489;2.851
2;;;;;;;GIUGGIANELLO;607;642;1.249
3;;;;;;;NOCIGLIA;1.148;1.308;2.456
4;;;;;;;SAN CASSIANO;1.029;1.076;2.105
5;;;;;;;SANARICA;725;778;1.503
6;;;;;;;SURANO;784;914;1.698
0;4160416120;PUGLIA;LECCE;COSTA ORIENTALE;1-Gen-2002;4;;5.418;6.175;11.593
1;;;;;;;CASTRO;1.166;1.307;2.473
2;;;;;;;MINERVINO DI LECCE;1.737;1.992;3.729
3;;;;;;;ORTELLE;1.120;1.239;2.359
4;;;;;;;SANTA CESAREA TERME;1.395;1.637;3.032
0;4160416130;PUGLIA;LECCE;DELLE SERRE SALENTINE;1-Gen-2002;5;;13.745;15.063;28.808
1;;;;;;;ARADEO;4.695;5.060;9.755
2;;;;;;;COLLEPASSO;3.035;3.317;6.352
3;;;;;;;NEVIANO;2.621;2.893;5.514
4;;;;;;;SECLI';914;1.009;1.923
5;;;;;;;TUGLIE;2.480;2.784;5.264
0;4160416080;PUGLIA;LECCE;ENTROTERRA IDRUNTINO;1-Gen-2001;4;;4.590;4.848;9.438
1;;;;;;;BAGNOLO DEL SALENTO;904;975;1.879
2;;;;;;;CANNOLE;845;909;1.754
3;;;;;;;CURSI;2.078;2.173;4.251
4;;;;;;;PALMARIGGI;763;791;1.554
0;4160416050;PUGLIA;LECCE;GRECIA SALENTINA;1-Gen-2001;10;;21.023;23.052;44.075
1;;;;;;;CALIMERA;3.416;3.848;7.264
2;;;;;;;CARPIGNANO SALENTINO;1.795;1.890;3.685
3;;;;;;;CASTRIGNANO DE' GRECI;1.953;2.117;4.070
4;;;;;;;CORIGLIANO D'OTRANTO;2.734;3.037;5.771
5;;;;;;;MARTANO;4.446;4.874;9.320
6;;;;;;;MARTIGNANO;858;872;1.730
7;;;;;;;MELPIGNANO;1.063;1.146;2.209
8;;;;;;;SOLETO;2.661;2.881;5.542
9;;;;;;;STERNATIA;1.118;1.308;2.426
10;;;;;;;ZOLLINO;979;1.079;2.058
0;4160416110;PUGLIA;LECCE;NORD SALENTO;1-Gen-2002;6;;32.613;35.866;68.479
1;;;;;;;CAMPI SALENTINA;5.097;5.663;10.760
2;;;;;;;GUAGNANO;2.837;3.063;5.900
3;;;;;;;NOVOLI;3.838;4.373;8.211
4;;;;;;;SQUINZANO;6.877;7.605;14.482
5;;;;;;;SURBO;7.226;7.623;14.849
6;;;;;;;TREPUZZI;6.738;7.539;14.277
0;4160416070;PUGLIA;LECCE;TERRA DI LEUCA;1-Gen-2001;7;;14.524;15.795;30.319
1;;;;;;;ALESSANO;3.028;3.452;6.480
2;;;;;;;CORSANO;2.803;2.829;5.632
3;;;;;;;GAGLIANO DEL CAPO;2.591;2.811;5.402
4;;;;;;;MORCIANO DI LEUCA;1.594;1.822;3.416
5;;;;;;;PATU';804;917;1.721
6;;;;;;;SALVE;2.250;2.487;4.737
7;;;;;;;TIGGIANO;1.454;1.477;2.931
0;4160416060;PUGLIA;LECCE;TERRA DI LEUCA BIS;1-Gen-2001;4;;10.042;10.980;21.022
1;;;;;;;MIGGIANO;1.715;1.969;3.684
2;;;;;;;MONTESANO SALENTINO;1.309;1.368;2.677
3;;;;;;;RUFFANO;4.696;5.158;9.854
4;;;;;;;SPECCHIA;2.322;2.485;4.807
0;4160416160;PUGLIA;LECCE;TERRE D'ORIENTE;1-Gen-2005;5;;11.018;12.221;23.239
1;;;;;;;GIURDIGNANO;934;994;1.928
2;;;;;;;MURO LECCESE;2.432;2.659;5.091
